Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
ST1W,G302,P85133-7,,8/15/2016 9:25,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,8/24/2016 13:04,0.133,0.133,+/- 0.008,0.002,0.004,0.002,mg/L,,,8/15/2016 13:13,57359007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Both gates open,
ST1W,G302,P85133-20,,8/15/2016 9:41,FCEB,G,,,DI,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,8/16/2016 14:30,-0.002,-0.002,+/- 0.002,0.002,0.008,0.002,mg/L,U,,8/15/2016 13:13,57359020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P85133-20,,8/15/2016 9:41,FCEB,G,,,DI,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/16/2016 11:06,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,8/15/2016 13:13,57359020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P85133-20,,8/15/2016 9:41,FCEB,G,,,DI,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,8/24/2016 13:19,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,8/15/2016 13:13,57359020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P85132-7,,8/22/2016 9:23,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,8/31/2016 11:42,0.053,0.053,+/- 0.004,0.002,0.004,0.002,mg/L,,,8/22/2016 13:21,57351007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Scum on surface of water at site.,
ST1W,G302,P85132-7,,8/22/2016 9:23,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,8/23/2016 14:53,0.042,0.042,+/- 0.003,0.002,0.008,0.002,mg/L,,,8/22/2016 13:21,57351007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Scum on surface of water at site.,
ST1W,G302,P85132-7,,8/22/2016 9:23,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/23/2016 11:07,0.108,0.108,+/- 0.008,0.002,0.004,0.002,mg/L,,,8/22/2016 13:21,57351007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Scum on surface of water at site.,
ST1W,G302,P85134-7,,8/29/2016 9:50,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/30/2016 12:27,0.099,0.099,+/- 0.007,0.002,0.004,0.002,mg/L,,,8/29/2016 14:58,57360007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Floating vegetation at site.,
ST1W,G302,P85134-7,,8/29/2016 9:50,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,9/7/2016 12:10,0.048,0.048,+/- 0.004,0.002,0.004,0.002,mg/L,,,8/29/2016 14:58,57360007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Floating vegetation at site.,
ST1W,G302,P85134-7,,8/29/2016 9:50,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,8/30/2016 14:02,0.038,0.038,+/- 0.003,0.002,0.008,0.002,mg/L,,,8/29/2016 14:58,57360007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Floating vegetation at site.,
ST1W,G302,P85515-7,,9/6/2016 9:56,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/7/2016 11:27,0.13,0.13,+/- 0.009,0.002,0.004,0.002,mg/L,,,9/6/2016 14:44,57699007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Site completely impacted with vegetation. Grab sample and sonde readings taken upstream at G301,
ST1W,G302,P85515-7,,9/6/2016 9:56,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,9/14/2016 11:58,0.074,0.074,+/- 0.005,0.002,0.004,0.002,mg/L,,,9/6/2016 14:44,57699007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Site completely impacted with vegetation. Grab sample and sonde readings taken upstream at G301,
ST1W,G302,P85515-7,,9/6/2016 9:56,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,9/7/2016 17:20,0.062,0.062,+/- 0.004,0.002,0.008,0.002,mg/L,,,9/6/2016 14:44,57699007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Site completely impacted with vegetation. Grab sample and sonde readings taken upstream at G301,
ST1W,G302,P85513-7,,9/12/2016 11:15,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,9/21/2016 11:49,0.058,0.058,+/- 0.004,0.002,0.004,0.002,mg/L,,,9/12/2016 16:07,57697007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Both gates open 0.5 feet. Vegetation built up at mouth of gate.,
ST1W,G302,P85513-7,,9/12/2016 11:15,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/13/2016 13:43,0.093,0.093,+/- 0.007,0.002,0.004,0.002,mg/L,,,9/12/2016 16:07,57697007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Both gates open 0.5 feet. Vegetation built up at mouth of gate.,
ST1W,G302,P85513-7,,9/12/2016 11:15,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,9/13/2016 14:51,0.044,0.044,+/- 0.003,0.002,0.008,0.002,mg/L,,,9/12/2016 16:07,57697007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,2,MON,3,Both gates open 0.5 feet. Vegetation built up at mouth of gate.,
ST1W,G302,P85516-7,,9/19/2016 9:15,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/20/2016 10:46,0.088,0.088,+/- 0.006,0.002,0.004,0.002,mg/L,,,9/19/2016 12:33,57700007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G302,P85516-7,,9/19/2016 9:15,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,9/26/2016 12:22,0.059,0.059,+/- 0.004,0.002,0.004,0.002,mg/L,,,9/19/2016 12:33,57700007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G302,P85516-7,,9/19/2016 9:15,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,9/20/2016 14:37,0.049,0.049,+/- 0.003,0.002,0.008,0.002,mg/L,,,9/19/2016 12:33,57700007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G302,P85514-7,,9/26/2016 9:07,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/27/2016 10:32,0.093,0.093,+/- 0.007,0.002,0.004,0.002,mg/L,,,9/26/2016 12:06,57698007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Large amounts of vegetation (predominately water lettuce) upstream of the gate. Sample taken in a clear area. Gates opened .3 ft,
ST1W,G302,P85514-7,,9/26/2016 9:07,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,9/27/2016 15:14,0.04,0.04,+/- 0.003,0.002,0.008,0.002,mg/L,,,9/26/2016 12:06,57698007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Large amounts of vegetation (predominately water lettuce) upstream of the gate. Sample taken in a clear area. Gates opened .3 ft,
ST1W,G302,P85514-7,,9/26/2016 9:07,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,10/5/2016 11:57,0.05,0.05,+/- 0.004,0.002,0.004,0.002,mg/L,,,9/26/2016 12:06,57698007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Large amounts of vegetation (predominately water lettuce) upstream of the gate. Sample taken in a clear area. Gates opened .3 ft,
ST1W,G302,P86492-7,,10/3/2016 9:00,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,10/4/2016 14:39,0.04,0.04,+/- 0.003,0.002,0.008,0.002,mg/L,,,10/3/2016 12:28,58358007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.5 feet,
ST1W,G302,P86492-7,,10/3/2016 9:00,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,10/14/2016 10:56,0.052,0.052,+/- 0.004,0.002,0.004,0.002,mg/L,,,10/3/2016 12:28,58358007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.5 feet,
ST1W,G302,P86492-7,,10/3/2016 9:00,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/5/2016 10:24,0.091,0.091,+/- 0.006,0.002,0.004,0.002,mg/L,,,10/3/2016 12:28,58358007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.5 feet,
ST1W,G302,P86153-8,,10/10/2016 9:51,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,10/18/2016 12:01,0.123,0.123,+/- 0.008,0.002,0.004,0.002,mg/L,,,10/10/2016 14:29,58247008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,,
ST1W,G302,P86153-8,,10/10/2016 9:51,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,10/11/2016 13:33,0.113,0.113,+/- 0.006,0.002,0.008,0.002,mg/L,,,10/10/2016 14:29,58247008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,,
ST1W,G302,P86153-8,,10/10/2016 9:51,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/11/2016 12:19,0.164,0.164,+/- 0.011,0.002,0.004,0.002,mg/L,,,10/10/2016 14:29,58247008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,,
ST1W,G302,P86500-7,,10/17/2016 8:43,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,10/26/2016 12:20,0.084,0.084,+/- 0.006,0.002,0.004,0.002,mg/L,,,10/17/2016 11:25,58365007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P86500-7,,10/17/2016 8:43,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/18/2016 11:04,0.122,0.122,+/- 0.008,0.002,0.004,0.002,mg/L,,,10/17/2016 11:25,58365007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P86500-7,,10/17/2016 8:43,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,10/18/2016 14:32,0.074,0.074,+/- 0.004,0.002,0.008,0.002,mg/L,,,10/17/2016 11:25,58365007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P86151-6,,10/24/2016 9:57,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/25/2016 10:52,0.128,0.128,+/- 0.009,0.002,0.004,0.002,mg/L,,,10/24/2016 13:00,58242006,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,All gates closed,
ST1W,G302,P86501-7,,10/31/2016 8:48,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/1/2016 11:45,0.056,0.056,+/- 0.004,0.002,0.008,0.002,mg/L,,,10/31/2016 11:46,58366007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed,
ST1W,G302,P86501-7,,10/31/2016 8:48,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,11/9/2016 12:01,0.062,0.062,+/- 0.004,0.002,0.004,0.002,mg/L,,,10/31/2016 11:46,58366007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed,
ST1W,G302,P86501-7,,10/31/2016 8:48,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/1/2016 13:53,0.121,0.121,+/- 0.008,0.002,0.004,0.002,mg/L,,,10/31/2016 11:46,58366007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed,
ST1W,G302,P86152-7,,11/7/2016 9:25,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/8/2016 10:29,0.111,0.111,+/- 0.008,0.002,0.004,0.002,mg/L,,,11/7/2016 12:08,58243007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,No gates open upon arrival.,
ST1W,G302,P86152-7,,11/7/2016 9:25,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/8/2016 13:53,0.061,0.061,+/- 0.004,0.002,0.008,0.002,mg/L,,,11/7/2016 12:08,58243007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,No gates open upon arrival.,
ST1W,G302,P86152-7,,11/7/2016 9:25,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,11/16/2016 11:25,0.068,0.068,+/- 0.005,0.002,0.004,0.002,mg/L,,,11/7/2016 12:08,58243007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,No gates open upon arrival.,
ST1W,G302,P86835-7,,11/14/2016 9:14,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,11/23/2016 13:43,0.065,0.065,+/- 0.004,0.002,0.004,0.002,mg/L,,,11/14/2016 13:00,58683007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86835-7,,11/14/2016 9:14,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/16/2016 9:09,0.108,0.108,+/- 0.008,0.002,0.004,0.002,mg/L,,,11/14/2016 13:00,58683007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86835-7,,11/14/2016 9:14,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/15/2016 10:35,0.054,0.054,+/- 0.004,0.002,0.008,0.002,mg/L,,,11/14/2016 13:00,58683007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86835-20,,11/14/2016 9:27,FCEB,G,,,DI,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,11/23/2016 13:47,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,11/14/2016 13:01,58683020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P86835-20,,11/14/2016 9:27,FCEB,G,,,DI,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/15/2016 10:41,-0.002,-0.002,+/- 0.002,0.002,0.008,0.002,mg/L,U,,11/14/2016 13:01,58683020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P86835-20,,11/14/2016 9:27,FCEB,G,,,DI,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/16/2016 9:29,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,11/14/2016 13:01,58683020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P86837-7,,11/21/2016 9:49,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/22/2016 11:00,0.118,0.118,+/- 0.008,0.002,0.004,0.002,mg/L,,,11/21/2016 13:10,58687007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,,
ST1W,G302,P86837-7,,11/21/2016 9:49,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/2/2016 9:41,0.078,0.078,+/- 0.005,0.002,0.004,0.002,mg/L,,,11/21/2016 13:10,58687007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,,
ST1W,G302,P86837-7,,11/21/2016 9:49,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/22/2016 16:36,0.069,0.069,+/- 0.004,0.002,0.008,0.002,mg/L,,,11/21/2016 13:10,58687007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,,
ST1W,G302,P86836-7,,11/28/2016 9:18,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/5/2016 12:27,0.018,0.018,+/- 0.002,0.002,0.004,0.002,mg/L,,,11/28/2016 12:12,58684007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86836-7,,11/28/2016 9:18,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,11/29/2016 14:35,0.009,0.009,+/- 0.002,0.002,0.008,0.002,mg/L,,,11/28/2016 12:12,58684007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86836-7,,11/28/2016 9:18,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/30/2016 8:58,0.078,0.078,+/- 0.006,0.002,0.004,0.002,mg/L,,,11/28/2016 12:12,58684007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates closed,
ST1W,G302,P86838-7,,12/5/2016 9:06,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/6/2016 11:10,0.109,0.109,+/- 0.008,0.002,0.004,0.002,mg/L,,,12/5/2016 12:01,58688007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed upon arrival.,
ST1W,G302,P86838-7,,12/5/2016 9:06,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/9/2016 10:48,0.064,0.064,+/- 0.004,0.002,0.004,0.002,mg/L,,,12/5/2016 12:01,58688007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed upon arrival.,
ST1W,G302,P86838-7,,12/5/2016 9:06,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,12/6/2016 15:19,0.056,0.056,+/- 0.004,0.002,0.008,0.002,mg/L,,,12/5/2016 12:01,58688007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed upon arrival.,
ST1W,G302,P87181-7,,12/12/2016 9:22,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,12/13/2016 16:16,0.016,0.016,+/- 0.002,0.002,0.008,0.002,mg/L,,,12/12/2016 13:38,59017007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Two gates open to 0.2 ft upon arrival.,
ST1W,G302,P87181-7,,12/12/2016 9:22,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/16/2016 9:44,0.027,0.027,+/- 0.002,0.002,0.004,0.002,mg/L,,,12/12/2016 13:38,59017007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Two gates open to 0.2 ft upon arrival.,
ST1W,G302,P87181-7,,12/12/2016 9:22,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/13/2016 11:18,0.065,0.065,+/- 0.005,0.002,0.004,0.002,mg/L,,,12/12/2016 13:38,59017007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Two gates open to 0.2 ft upon arrival.,
ST1W,G302,P87181-20,,12/12/2016 9:37,FCEB,G,,,DI,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,12/13/2016 16:24,-0.002,-0.002,+/- 0.002,0.002,0.008,0.002,mg/L,U,,12/12/2016 13:39,59017020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P87181-20,,12/12/2016 9:37,FCEB,G,,,DI,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/13/2016 11:32,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,12/12/2016 13:39,59017020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P87181-20,,12/12/2016 9:37,FCEB,G,,,DI,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/16/2016 9:51,-0.002,-0.002,+/- 0.002,0.002,0.004,0.002,mg/L,U,,12/12/2016 13:39,59017020,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,9,EB,0,0,0,MON,3,,
ST1W,G302,P87184-7,,12/19/2016 9:15,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/20/2016 9:40,0.108,0.108,+/- 0.008,0.002,0.004,0.002,mg/L,,,12/19/2016 12:44,59020007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P87184-7,,12/19/2016 9:15,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/21/2016 12:17,0.07,0.07,+/- 0.005,0.002,0.004,0.002,mg/L,,,12/19/2016 12:44,59020007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P87184-7,,12/19/2016 9:15,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,12/20/2016 14:46,0.059,0.059,+/- 0.004,0.002,0.008,0.002,mg/L,,,12/19/2016 12:44,59020007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Both gates closed,
ST1W,G302,P87182-7,,12/27/2016 8:30,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/29/2016 9:10,0.088,0.088,+/- 0.006,0.002,0.004,0.002,mg/L,,,12/27/2016 11:07,59018007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,Two gates open to 0.1 ft upon arrival.,
ST1W,G302,P87182-7,,12/27/2016 8:30,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,12/28/2016 16:27,0.039,0.039,+/- 0.003,0.002,0.008,0.002,mg/L,,,12/27/2016 11:07,59018007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,Two gates open to 0.1 ft upon arrival.,
ST1W,G302,P87182-7,,12/27/2016 8:30,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,12/30/2016 10:52,0.052,0.052,+/- 0.004,0.002,0.004,0.002,mg/L,,,12/27/2016 11:07,59018007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,3,MON,3,Two gates open to 0.1 ft upon arrival.,
ST1W,G302,P87531-7,,1/3/2017 9:20,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/4/2017 14:17,0.004,0.004,+/- 0.002,0.002,0.008,0.002,mg/L,I,,1/3/2017 12:57,59302007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,All gates closed.,
ST1W,G302,P87531-7,,1/3/2017 9:20,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/5/2017 8:59,0.061,0.061,+/- 0.005,0.002,0.004,0.002,mg/L,,,1/3/2017 12:57,59302007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,All gates closed.,
ST1W,G302,P87531-7,,1/3/2017 9:20,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/6/2017 11:03,0.013,0.013,+/- 0.002,0.002,0.004,0.002,mg/L,,,1/3/2017 12:57,59302007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,All gates closed.,
ST1W,G302,P87533-7,,1/9/2017 9:02,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/12/2017 8:58,0.109,0.109,+/- 0.008,0.002,0.004,0.002,mg/L,,,1/9/2017 13:32,59298007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.25 feet,
ST1W,G302,P87533-7,,1/9/2017 9:02,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/12/2017 11:07,0.076,0.076,+/- 0.005,0.002,0.004,0.002,mg/L,,,1/9/2017 13:32,59298007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.25 feet,
ST1W,G302,P87533-7,,1/9/2017 9:02,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/10/2017 16:16,0.062,0.062,+/- 0.004,0.002,0.008,0.002,mg/L,,,1/9/2017 13:32,59298007,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,1,1,1,MON,3,Both gates open 0.25 feet,
ST1W,G302,P87535-8,,1/17/2017 11:07,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/19/2017 12:04,0.036,0.036,+/- 0.003,0.002,0.004,0.002,mg/L,,,1/17/2017 14:33,59300008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,All gates closed.,
